"","ID_W","idind","ID_I","origsm","OCCUP08","diplom","H5","H6","age","J1_1_1","J1_1_2","J1_1_3","J1_1_6","J1_1_7","J1_1_9","J2COD08","J6_1","J6_2","J10","J13","J13_1","J21B","J21_1_1","J21_1_2","J21_1_3","J21_1_4","J21_1_5","J21_1_6","J21_1_7","J21_1_8","J21_1_9","J211_10","J211_12","J211_11","J21_3","J23","J24","J25","J26","J60","J66_1","J72_17","J73","J79_1_5","J791_11"
"21647",27,7273,105012101,1,1,4,2,1974,44,2,2,4,NA,NA,NA,1420,NA,40,18000,30,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,18800,4,NA,2,NA,NA
"21648",28,7273,105012101,1,1,5,2,1974,45,3,4,4,NA,NA,NA,1420,NA,40,17900,30,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,26300,3,NA,2,NA,NA
"21649",5,7274,10507402,1,8,4,1,1967,27,NA,NA,NA,NA,NA,NA,8171,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,50000,NA,NA,2,NA,NA
"21650",6,7274,105070902,1,7,4,1,1967,27,NA,NA,NA,NA,NA,NA,7523,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1400000,NA,7,2,NA,NA
"21651",7,7274,105070902,1,NA,4,1,1967,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480000,NA,7,2,NA,NA
"21652",8,7274,105070902,1,8,4,1,1967,30,NA,NA,NA,NA,NA,NA,8172,7,35,200,14,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,200,NA,2,2,NA,NA
"21653",9,7274,105070902,1,7,4,1,1967,32,NA,NA,NA,NA,NA,NA,7115,8,48,2300,25,1991,NA,1,1,NA,2,1,2,2,2,2,2,NA,NA,NA,2,2,1,2,2300,4,2,2,NA,NA
"21654",10,7274,105070902,1,7,4,1,1967,33,NA,NA,NA,NA,NA,NA,7115,NA,40,1500,NA,NA,NA,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,1,2,2,2,1500,4,2,2,NA,NA
"21655",11,7274,105070902,1,7,4,1,1967,34,4,4,4,NA,NA,NA,7115,NA,40,1930,NA,NA,NA,1,1,1,2,1,2,2,2,1,2,NA,NA,NA,1,2,2,2,1930,3,2,2,NA,NA
"21656",12,7274,105070902,1,7,4,1,1967,35,1,5,5,NA,NA,NA,7115,NA,40,1000,300,NA,NA,1,1,1,2,1,2,2,2,1,NA,2,NA,NA,1,2,2,2,1150,4,2,2,NA,NA
"21657",13,7274,105070902,1,8,4,1,1967,36,NA,3,NA,NA,NA,NA,8172,NA,40,NA,9,NA,NA,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,5000,3,2,2,NA,NA
"21658",14,7274,105070902,1,9,4,1,1967,37,1,1,4,NA,NA,NA,9333,NA,40,2800,9997,NA,NA,1,1,1,1,1,2,1,2,1,NA,1,2,2,1,2,2,2,2800,3,2,2,NA,NA
"21659",15,7274,1050700902,1,9,4,1,1967,38,1,1,1,NA,NA,NA,9333,NA,40,7500,NA,NA,22,1,1,1,1,1,NA,1,1,1,NA,2,1,2,1,2,2,2,7500,2,2,2,1,1
"21660",16,7274,1050700902,1,9,4,1,1967,39,3,4,4,NA,NA,NA,9333,NA,40,8000,300,NA,44,1,1,1,1,1,2,1,1,1,NA,1,2,NA,NA,2,1,2,8000,4,2,2,NA,NA
"21661",17,7274,1050700902,1,9,4,1,1967,40,2,1,2,NA,NA,NA,9333,NA,40,9000,3000,NA,28,1,1,1,1,1,2,1,2,1,NA,2,NA,2,1,2,1,2,9000,2,2,2,NA,NA
"21662",18,7274,10512102,1,5,4,1,1967,41,4,4,5,2,5,2,5414,NA,48,10000,NA,NA,NA,1,1,NA,2,1,2,1,2,2,NA,1,NA,2,2,2,1,2,17500,2,NA,2,1,2
"21663",19,7274,105012102,1,9,4,1,1967,42,2,3,3,NA,NA,NA,9333,NA,38,12000,29,NA,NA,1,1,1,2,2,2,2,2,NA,NA,1,2,2,2,2,1,2,12000,4,NA,2,NA,NA
"21664",20,7274,105012102,1,9,4,1,1967,43,3,3,3,NA,NA,NA,9333,NA,38,13500,30,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,15000,2,NA,2,NA,NA
"21665",21,7274,105012102,1,9,3,1,1967,44,2,3,3,NA,NA,NA,9333,NA,48,13500,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,16500,3,NA,2,NA,NA
"21666",22,7274,105012102,1,9,4,1,1967,45,3,3,3,NA,NA,NA,9333,NA,40,13700,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,17700,3,NA,2,NA,NA
"21667",23,7274,105012102,1,9,4,1,1967,46,3,4,5,NA,NA,NA,9333,NA,40,13500,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,13500,2,NA,2,NA,NA
"21668",24,7274,105012102,1,9,4,1,1967,48,2,3,4,NA,NA,NA,9333,NA,44,15250,30,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,15250,3,NA,2,NA,NA
"21669",25,7274,105012102,1,9,4,1,1967,49,2,2,3,NA,NA,NA,9333,NA,44,15500,30,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,20500,4,NA,2,NA,NA
"21670",26,7274,105012102,1,9,4,1,1967,49,3,3,3,NA,NA,NA,9333,NA,48,15250,30,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,22250,3,NA,2,NA,NA
"21671",27,7274,105012102,1,9,3,1,1967,50,2,2,4,NA,NA,NA,9333,NA,44,17000,30,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,22000,4,NA,2,NA,NA
"21672",28,7274,105012102,1,9,4,1,1967,52,3,3,4,NA,NA,NA,9333,NA,48,18200,30,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,23200,3,NA,2,NA,NA
"21673",5,7281,10507801,1,3,5,2,1974,20,NA,NA,NA,NA,NA,NA,3221,NA,NA,380000,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,380000,NA,NA,2,NA,NA
"21674",6,7281,105080301,1,3,5,2,1974,21,NA,NA,NA,NA,NA,NA,3221,8,NA,860000,28,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,860000,NA,1,2,NA,NA
"21675",7,7281,105080301,0,3,5,2,1974,22,NA,NA,NA,NA,NA,NA,3221,8,NA,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1100000,NA,1,2,NA,NA
"21676",8,7281,105080301,0,3,5,2,1974,24,NA,NA,NA,NA,NA,NA,3221,8,48,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2500,NA,1,2,NA,NA
"21677",9,7281,105080301,0,3,5,2,1974,26,NA,NA,NA,NA,NA,NA,3221,16,48,1600,NA,NA,NA,1,1,1,1,1,2,2,2,1,2,NA,NA,NA,1,2,2,2,1600,4,1,2,NA,NA
"21678",10,7281,105080301,0,3,5,2,1974,27,NA,NA,NA,NA,NA,NA,3221,NA,56,750,NA,NA,NA,1,1,1,1,1,2,2,2,1,NA,NA,NA,NA,1,2,2,2,750,2,3,2,NA,NA
"21679",11,7281,105080301,0,3,5,2,1974,28,4,4,4,NA,NA,NA,3221,NA,48,4300,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,1,2,2,2,4300,1,3,2,NA,NA
"21680",12,7281,105080301,0,3,5,2,1974,29,4,5,5,NA,NA,NA,3221,NA,40,70,NA,NA,NA,1,1,1,1,NA,2,2,2,2,NA,2,NA,NA,1,2,2,2,70,4,3,2,NA,NA
"21681",13,7281,105080301,0,3,6,2,1974,30,5,5,5,NA,NA,NA,3221,NA,40,4000,NA,NA,NA,1,1,1,1,2,2,2,2,2,NA,NA,NA,1,1,2,2,2,4000,4,3,2,NA,NA
"21682",14,7281,105080301,0,3,6,2,1974,31,NA,NA,NA,NA,NA,NA,3313,NA,35,NA,9997,NA,NA,1,1,1,1,1,NA,1,2,1,NA,NA,NA,1,1,2,2,2,4000,4,3,2,NA,NA
"21683",15,7281,1050800301,0,3,6,2,1974,32,4,2,4,NA,NA,NA,3313,NA,35,10000,NA,NA,45,1,1,1,2,1,2,2,1,1,NA,1,2,2,1,2,2,2,10000,4,3,2,1,1
"21684",16,7281,1050800301,0,3,6,2,1974,33,4,1,4,NA,NA,NA,3313,NA,30,12000,NA,NA,30,1,1,1,1,1,1,2,2,NA,NA,2,1,1,1,2,2,2,12000,3,3,2,NA,NA
"21685",17,7281,1050800301,0,3,6,2,1974,34,3,3,4,NA,NA,NA,3313,NA,35,17000,NA,NA,40,1,1,1,1,1,1,2,2,2,NA,2,1,1,1,2,2,2,17000,3,3,2,NA,NA
"21686",18,7281,10513401,0,3,6,2,1974,35,2,3,2,2,2,5,3313,NA,35,17000,NA,NA,44,1,1,1,2,1,1,2,2,2,NA,2,1,1,1,2,2,2,17000,3,NA,2,1,1
"21687",19,7281,105013401,0,3,6,2,1974,36,3,5,4,NA,NA,NA,3313,NA,36,17000,NA,NA,44,1,1,1,1,1,1,1,2,1,NA,2,2,1,1,2,2,2,17000,3,NA,2,NA,NA
"21688",20,7281,105013401,0,3,6,2,1974,37,3,3,2,NA,NA,NA,3313,NA,54,20000,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,20000,3,NA,2,NA,NA
"21689",21,7281,105013401,0,2,6,2,1974,38,2,2,1,NA,NA,NA,2411,NA,36,2e+05,16,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2e+05,2,NA,2,NA,NA
"21690",22,7281,105013401,0,2,6,2,1974,39,3,3,2,NA,NA,NA,2411,NA,72,54000,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,174000,2,NA,2,NA,NA
"21691",23,7281,105013401,0,2,6,2,1974,40,2,2,2,NA,NA,NA,2411,NA,55,60000,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2e+05,2,NA,2,NA,NA
"21692",24,7281,105013401,0,1,6,2,1974,41,4,5,3,NA,NA,NA,1346,NA,60,60000,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,60000,2,NA,2,NA,NA
"21693",25,7281,105013401,0,2,6,2,1974,42,2,2,2,NA,NA,NA,2411,NA,60,60000,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,60000,2,NA,2,NA,NA
"21694",26,7281,105013401,0,2,6,2,1974,43,2,2,2,NA,NA,NA,2631,NA,50,60000,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,68000,3,NA,2,NA,NA
"21695",27,7281,105013401,0,2,6,2,1974,44,2,2,2,NA,NA,NA,2411,NA,40,60000,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,60000,3,NA,2,NA,NA
"21696",28,7281,105013401,0,2,6,2,1974,45,2,2,2,NA,NA,NA,2631,NA,40,60000,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,70000,2,NA,2,NA,NA
"21697",5,7316,10509401,1,7,4,2,1970,23,NA,NA,NA,NA,NA,NA,7323,NA,NA,219000,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,219000,NA,NA,2,NA,NA
"21698",6,7316,105090901,1,7,4,2,1970,24,NA,NA,NA,NA,NA,NA,7323,6,NA,1400000,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1400000,NA,7,2,NA,NA
"21699",7,7316,105090901,1,7,4,2,1970,25,NA,NA,NA,NA,NA,NA,7322,6.5,NA,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1020000,NA,7,2,NA,NA
"21700",8,7316,105090901,1,7,4,2,1970,27,NA,NA,NA,NA,NA,NA,7323,7,35,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,700,NA,2,2,NA,NA
"21701",9,7316,105090901,1,7,4,2,1970,29,NA,NA,NA,NA,NA,NA,7323,6.5,33,NA,1000,NA,NA,1,1,1,2,1,2,1,1,1,1,NA,NA,NA,1,1,1,2,0,5,2,2,NA,NA
"21702",10,7316,105090901,1,7,4,2,1970,30,NA,NA,NA,NA,NA,NA,7323,NA,21,2700,700,NA,NA,1,1,1,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,1,2,2868,4,2,2,NA,NA
"21703",11,7316,105090901,1,7,4,2,1970,31,4,4,4,NA,NA,NA,7323,NA,36,2700,700,NA,NA,1,1,1,1,1,2,1,1,2,1,NA,NA,NA,1,2,2,2,2868,5,2,2,NA,NA
"21704",12,7316,105090901,1,8,4,2,1970,32,4,3,4,NA,NA,NA,8131,NA,36,4000,700,NA,NA,1,1,1,2,1,2,1,1,1,NA,1,NA,NA,1,2,1,2,4000,4,2,2,NA,NA
"21705",13,7316,105090901,1,8,4,2,1970,33,3,2,4,NA,NA,NA,8131,NA,36,5000,700,NA,NA,1,1,1,1,2,2,2,2,2,NA,1,2,1,1,2,1,2,5168,4,2,2,NA,NA
"21706",14,7316,105090901,1,8,4,2,1970,34,3,5,4,NA,NA,NA,8131,NA,36,7100,1000,NA,NA,1,1,1,1,2,2,NA,1,NA,NA,1,NA,1,NA,NA,1,2,7100,4,2,2,NA,NA
"21707",15,7316,1050900901,1,8,3,2,1970,35,2,2,2,NA,NA,NA,8131,NA,36,4500,1200,NA,30,1,1,1,2,1,2,2,2,1,NA,1,2,2,2,1,1,2,4500,4,2,2,1,1
"21708",16,7316,1050900901,1,7,4,2,1970,36,4,4,5,NA,NA,NA,7323,NA,48,12000,1150,NA,30,1,1,1,NA,1,1,2,1,1,NA,1,NA,2,NA,2,1,2,12000,4,2,2,NA,NA
"21709",17,7316,1050900901,1,7,4,2,1970,37,2,2,4,NA,NA,NA,7323,NA,40,12000,1000,NA,30,1,1,1,2,NA,NA,2,1,1,NA,1,NA,2,2,2,1,2,12000,4,2,2,NA,NA
"21710",18,7316,10516201,1,7,4,2,1970,39,3,3,4,3,3,3,7323,NA,48,13000,1000,NA,44,1,1,NA,2,2,2,1,1,1,NA,2,1,2,NA,NA,1,2,13000,4,NA,2,3,1
"21711",19,7316,105016201,1,7,4,2,1970,39,2,2,4,NA,NA,NA,7323,NA,48,17000,1000,NA,44,1,1,1,2,1,NA,2,1,1,NA,NA,NA,2,NA,1,1,2,17000,4,NA,2,NA,NA
"21712",20,7316,105016201,1,NA,4,2,1970,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,18000,5,NA,2,NA,NA
"21713",21,7316,105016201,1,7,4,2,1970,41,1,1,1,NA,NA,NA,7323,NA,48,20000,1000,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,20000,5,NA,2,NA,NA
"21714",22,7316,105016201,1,7,4,2,1970,42,2,2,2,NA,NA,NA,7213,NA,48,23000,1000,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,23000,3,NA,2,NA,NA
"21715",23,7316,105016201,1,7,4,2,1970,43,1,1,4,NA,NA,NA,7319,NA,48,25000,800,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,25000,5,NA,2,NA,NA
"21716",24,7316,105016201,1,7,4,2,1970,44,1,2,3,NA,NA,NA,7213,NA,48,40000,800,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,40000,4,NA,2,NA,NA
"21717",25,7316,105016201,1,7,4,2,1970,45,1,1,1,NA,NA,NA,7213,NA,48,26000,800,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,26000,2,NA,2,NA,NA
"21718",26,7316,105016201,1,7,4,2,1970,46,2,2,4,NA,NA,NA,7318,NA,45,25000,700,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,25000,4,NA,2,NA,NA
"21719",27,7316,105016201,1,7,4,2,1970,48,2,2,4,NA,NA,NA,7318,NA,42,25000,700,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,25000,4,NA,2,NA,NA
"21720",28,7316,105016201,1,7,4,2,1970,49,2,4,2,NA,NA,NA,7318,NA,48,24000,750,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,24000,5,NA,2,NA,NA
"21721",5,7317,10509402,1,8,4,1,1968,26,NA,NA,NA,NA,NA,NA,8332,NA,NA,187000,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187000,NA,NA,2,NA,NA
"21722",6,7317,105090902,1,8,4,1,1968,27,NA,NA,NA,NA,NA,NA,8332,8,NA,NA,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3e+05,NA,7,2,NA,NA
"21723",7,7317,105090902,1,8,4,1,1968,28,NA,NA,NA,NA,NA,NA,8332,8,NA,1026000,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1026000,NA,7,2,NA,NA
"21724",8,7317,105090902,1,8,4,1,1968,30,NA,NA,NA,NA,NA,NA,8332,8,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2,NA,NA
"21725",9,7317,105090902,1,8,4,1,1968,32,NA,NA,NA,NA,NA,NA,8332,8,40,2000,NA,NA,NA,1,1,NA,2,2,2,2,2,2,2,NA,NA,NA,2,2,1,2,2600,5,2,2,NA,NA
"21726",10,7317,105090902,1,7,4,1,1968,33,NA,NA,NA,NA,NA,NA,7121,NA,70,2000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,1,2,500,5,2,2,NA,NA
"21727",11,7317,105090902,1,NA,4,1,1968,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,5,2,2,NA,NA
"21728",12,7317,105090902,1,8,4,1,1968,35,4,4,4,NA,NA,NA,8332,NA,48,2000,500,NA,NA,2,1,1,1,2,2,2,1,1,NA,2,NA,NA,1,2,2,2,2000,3,2,2,NA,NA
"21729",13,7317,105090902,1,8,4,1,1968,36,4,4,4,NA,NA,NA,83,NA,36,NA,NA,NA,NA,1,1,1,2,1,2,2,2,2,NA,2,2,1,2,1,1,2,0,4,2,2,NA,NA
"21730",14,7317,105090902,1,8,4,1,1968,37,4,2,4,NA,NA,NA,8343,NA,34,7000,2500,NA,NA,1,1,1,1,1,NA,2,2,2,NA,2,NA,2,NA,1,NA,2,7000,5,2,2,NA,NA
"21731",15,7317,1050900902,1,8,4,1,1968,38,4,2,2,NA,NA,NA,8343,NA,32,17000,NA,NA,42,1,1,1,2,1,2,2,2,1,NA,1,2,1,1,1,2,2,17000,4,2,2,2,2
"21732",16,7317,1050900902,1,8,4,1,1968,39,2,2,4,NA,NA,NA,8343,NA,48,19000,NA,NA,30,1,1,1,1,1,1,2,1,1,NA,1,2,2,2,1,1,2,19000,4,2,2,NA,NA
"21733",17,7317,1050900902,1,8,4,1,1968,40,1,1,4,NA,NA,NA,8343,NA,40,18000,NA,NA,44,1,1,1,1,1,NA,2,2,2,NA,NA,NA,2,2,2,1,2,18000,4,2,2,NA,NA
"21734",18,7317,10516202,1,8,4,1,1968,41,2,2,4,2,2,2,8343,NA,40,20000,NA,NA,44,1,1,1,2,2,2,2,1,NA,NA,NA,NA,2,2,2,1,2,20000,4,NA,2,2,1
"21735",19,7317,105016202,1,8,4,1,1968,42,2,2,2,NA,NA,NA,8331,NA,70,20000,50,NA,NA,1,1,1,2,2,2,2,2,1,NA,2,2,1,2,2,1,2,20000,2,NA,2,NA,NA
"21736",20,7317,105016202,1,8,4,1,1968,43,2,2,4,NA,NA,NA,8331,NA,40,20000,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,20000,4,NA,2,NA,NA
"21737",21,7317,105016202,1,8,3,1,1968,44,2,2,3,NA,NA,NA,8331,NA,48,25000,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,25000,4,NA,2,NA,NA
"21738",22,7317,105016202,1,8,4,1,1968,45,4,4,3,NA,NA,NA,8331,NA,40,20000,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,20000,4,NA,2,NA,NA
"21739",23,7317,105016202,1,8,4,1,1968,46,5,5,5,NA,NA,NA,8331,NA,48,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,5000,5,NA,2,NA,NA
"21740",24,7317,105016202,1,8,4,1,1968,47,2,2,4,NA,NA,NA,8331,NA,40,25000,50,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,25000,4,NA,2,NA,NA
"21741",25,7317,105016202,1,8,4,1,1968,48,1,1,1,NA,NA,NA,8331,NA,48,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,30000,1,NA,2,NA,NA
"21742",26,7317,105016202,1,NA,4,1,1968,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,2,NA,NA
"21743",27,7317,105016202,1,NA,4,1,1968,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,2,NA,NA
"21744",28,7317,105016202,1,8,4,1,1968,51,4,4,4,NA,NA,NA,8331,NA,NA,30000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,30000,5,NA,2,NA,NA
"21745",5,7318,10509403,1,NA,NA,1,1991,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21746",6,7318,105090903,1,NA,NA,1,1991,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21747",7,7318,105090903,1,NA,NA,1,1991,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21748",8,7318,105090903,1,NA,NA,1,1991,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21749",9,7318,105090903,1,NA,NA,1,1991,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21750",10,7318,105090903,1,NA,NA,1,1991,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21751",11,7318,105090903,1,NA,NA,1,1991,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21752",12,7318,105090903,1,NA,NA,1,1991,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21753",13,7318,105090903,1,NA,NA,1,1991,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21754",14,7318,105090903,1,NA,2,1,1991,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA
"21755",15,7318,1050900903,1,NA,2,1,1991,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,2,2
"21756",16,7318,1050900903,1,NA,3,1,1991,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA
"21757",17,7318,1050900903,1,NA,3,1,1991,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,4,1,2,NA,NA
"21758",18,7318,10516203,1,NA,3,1,1991,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,1,1
"21759",19,7318,105016203,1,8,3,1,1991,19,1,1,4,NA,NA,NA,8131,NA,60,4000,1000,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,2,2,1,1,2,4000,4,NA,2,NA,NA
