"","ID_W","idind","ID_I","origsm","OCCUP08","diplom","H5","H6","age","J1_1_1","J1_1_2","J1_1_3","J1_1_6","J1_1_7","J1_1_9","J2COD08","J6_1","J6_2","J10","J13","J13_1","J21B","J21_1_1","J21_1_2","J21_1_3","J21_1_4","J21_1_5","J21_1_6","J21_1_7","J21_1_8","J21_1_9","J211_10","J211_12","J211_11","J21_3","J23","J24","J25","J26","J60","J66_1","J72_17","J73","J79_1_5","J791_11"
"9051",7,3117,56000201,1,2,6,2,1965,31,NA,NA,NA,NA,NA,NA,2330,5.5,NA,156000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,256000,NA,7,2,NA,NA
"9052",8,3117,56000201,1,2,6,2,1965,33,NA,NA,NA,NA,NA,NA,2330,6.5,33,136,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,136,NA,2,2,NA,NA
"9053",9,3117,56000201,1,2,6,2,1965,35,NA,NA,NA,NA,NA,NA,2330,7.5,37,1270,45,1980,NA,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,1,2,2,2,1395,4,2,2,NA,NA
"9054",10,3117,56000201,1,2,6,2,1965,36,NA,NA,NA,NA,NA,NA,2330,NA,35,1428,48,1977,NA,1,1,1,2,1,2,1,2,2,2,NA,NA,NA,1,2,2,2,1428,5,2,2,NA,NA
"9055",11,3117,56000201,1,2,6,2,1965,37,4,2,4,NA,NA,NA,2330,NA,35,2500,40,1977,NA,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,1,2,2,2,2580,4,2,2,NA,NA
"9056",12,3117,56000201,1,2,6,2,1965,38,4,2,4,NA,NA,NA,2330,NA,30,2200,55,NA,NA,1,1,1,2,1,2,1,2,2,NA,2,NA,NA,1,2,2,2,2300,4,2,2,NA,NA
"9057",13,3117,56000201,1,2,6,2,1965,39,4,2,5,NA,NA,NA,2330,NA,40,4500,50,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,2,1,1,2,2,2,4500,5,2,2,NA,NA
"9058",14,3117,56000201,1,2,6,2,1965,40,4,2,5,NA,NA,NA,2330,NA,35,5000,51,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,NA,1,1,2,2,2,5100,5,2,2,NA,NA
"9059",15,3117,560000201,1,2,6,2,1965,41,4,2,5,NA,NA,NA,2330,NA,40,2800,40,NA,56,1,1,1,2,1,2,1,2,2,NA,2,1,1,1,2,2,2,2800,4,2,2,1,1
"9060",16,3117,560000201,1,2,6,2,1965,42,3,3,5,NA,NA,NA,2330,NA,31,9850,45,NA,57,1,1,1,2,1,2,2,2,2,NA,2,2,1,1,2,2,2,9850,4,2,2,NA,NA
"9061",17,3117,560000201,1,2,6,2,1965,43,4,4,5,NA,NA,NA,2330,NA,35,14500,53,NA,57,1,1,1,2,1,2,2,2,2,NA,2,2,1,1,2,2,2,14500,4,2,2,NA,NA
"9062",18,3117,5220701,1,2,6,2,1965,44,4,2,4,2,4,2,2330,NA,40,15000,55,NA,57,1,1,1,2,1,2,1,2,2,NA,2,2,2,1,2,2,2,15300,4,NA,2,1,1
"9063",19,3117,52020701,1,2,6,2,1965,45,3,2,3,NA,NA,NA,2330,NA,40,15800,35,NA,57,1,1,1,2,2,2,2,2,1,NA,2,2,1,1,2,2,2,15800,4,NA,2,NA,NA
"9064",20,3117,52020701,1,2,6,2,1965,46,2,2,2,NA,NA,NA,2330,NA,45,22000,54,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,22000,3,NA,2,NA,NA
"9065",21,3117,52020701,1,2,6,2,1965,47,1,1,2,NA,NA,NA,2330,NA,45,19000,54,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,19000,3,NA,2,NA,NA
"9066",22,3117,52020701,1,2,6,2,1965,48,1,1,2,NA,NA,NA,2330,NA,42,23000,56,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,23000,2,NA,2,NA,NA
"9067",23,3117,52020701,1,2,6,2,1965,49,1,1,2,NA,NA,NA,2330,NA,40,21000,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,29200,2,NA,1,NA,NA
"9068",24,3117,52020701,1,2,6,2,1965,50,2,2,3,NA,NA,NA,2330,NA,36,25000,21,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,33000,2,NA,1,NA,NA
"9069",25,3117,52020701,1,2,6,2,1965,51,2,2,3,NA,NA,NA,2330,NA,48,25000,30,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,34000,4,NA,1,NA,NA
"9070",26,3117,52020701,1,2,6,2,1965,52,2,2,2,NA,NA,NA,2330,NA,40,30000,26,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,39800,3,NA,1,NA,NA
"9071",27,3117,52020701,1,2,6,2,1965,53,2,2,2,NA,NA,NA,2330,NA,36,28000,25,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,41200,3,NA,1,NA,NA
"9072",28,3117,52020701,1,2,6,2,1965,54,1,1,2,NA,NA,NA,2330,NA,35,25000,30,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,35000,3,NA,1,NA,NA
"9073",5,3118,5600202,1,8,4,1,1967,27,NA,NA,NA,NA,NA,NA,8189,NA,NA,1e+05,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1e+05,NA,NA,2,NA,NA
"9074",6,3118,56000202,1,7,4,1,1967,28,NA,NA,NA,NA,NA,NA,7233,8.5,NA,407000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,407000,NA,7,2,NA,NA
"9075",7,3118,56000202,1,7,4,1,1967,29,NA,NA,NA,NA,NA,NA,7233,12,NA,1100000,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1100000,NA,7,2,NA,NA
"9076",8,3118,56000202,1,7,4,1,1967,31,NA,NA,NA,NA,NA,NA,7233,8,56,1000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1040,NA,2,2,NA,NA
"9077",9,3118,56000202,1,7,4,1,1967,33,NA,NA,NA,NA,NA,NA,7233,8,56,150,70,NA,NA,1,1,NA,2,1,2,1,2,2,2,NA,NA,NA,2,2,1,1,150,5,2,2,NA,NA
"9078",10,3118,56000202,1,8,4,1,1967,34,NA,NA,NA,NA,NA,NA,8341,NA,84,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,2,1,2,0,4,2,2,NA,NA
"9079",11,3118,56000202,1,8,4,1,1967,35,4,1,5,NA,NA,NA,8341,NA,56,900,30,NA,NA,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,1,2,2,2,3500,4,2,2,NA,NA
"9080",12,3118,56000202,1,8,4,1,1967,36,2,4,4,NA,NA,NA,8341,NA,70,3500,15,NA,NA,1,1,1,2,1,1,2,2,2,NA,1,NA,NA,1,2,1,2,5000,3,2,2,NA,NA
"9081",13,3118,56000202,1,8,4,1,1967,37,2,4,4,NA,NA,NA,8341,NA,40,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,4,2,2,NA,NA
"9082",14,3118,56000202,1,NA,4,1,1967,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,4,2,2,NA,NA
"9083",15,3118,560000202,1,NA,4,1,1967,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,4,2,2,1,4
"9084",16,3118,560000202,1,NA,4,1,1967,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3,2,2,NA,NA
"9085",17,3118,560000202,1,NA,4,1,1967,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,2,NA,NA
"9086",18,3118,5220702,1,NA,4,1,1967,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,4,1
"9087",19,3118,52020702,1,NA,4,1,1963,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,4,NA,2,NA,NA
"9088",20,3118,52020702,1,NA,4,1,1967,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA
"9089",21,3118,52020702,1,NA,3,1,1967,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,4,NA,2,NA,NA
"9090",22,3118,52020702,1,NA,4,1,1967,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,2,NA,NA
"9091",23,3118,52020702,1,NA,4,1,1967,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,2,NA,NA
"9092",24,3118,52020702,1,NA,4,1,1967,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA
"9093",25,3118,52020702,1,NA,4,1,1967,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA
"9094",26,3118,52020702,1,NA,4,1,1967,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA
"9095",27,3118,52020702,1,NA,4,1,1967,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,4,NA,2,NA,NA
"9096",28,3118,52020702,1,9,4,1,1967,52,3,3,4,NA,NA,NA,9629,NA,30,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,4,NA,2,NA,NA
"9097",5,3123,5600402,1,5,4,2,1964,30,NA,NA,NA,NA,NA,NA,5311,NA,NA,46000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,70000,NA,NA,2,NA,NA
"9098",6,3123,56000402,1,5,4,2,1964,31,NA,NA,NA,NA,NA,NA,5311,8,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,NA,7,2,NA,NA
"9099",7,3123,56000402,1,5,4,2,1964,32,NA,NA,NA,NA,NA,NA,5311,8,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,NA,7,2,NA,NA
"9100",8,3123,56000402,1,5,4,2,1964,34,NA,NA,NA,NA,NA,NA,5311,8,40,NA,24,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,NA,2,2,NA,NA
"9101",9,3123,56000402,1,5,4,2,1964,36,NA,NA,NA,NA,NA,NA,5311,8,40,NA,27,1979,NA,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,1,2,2,2,0,5,2,2,NA,NA
"9102",10,3123,56000402,1,5,4,2,1964,37,NA,NA,NA,NA,NA,NA,5223,NA,60,NA,25,1998,NA,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,1,2,2,2,0,4,2,2,NA,NA
"9103",11,3123,56000402,1,5,4,2,1964,38,3,3,4,NA,NA,NA,5311,NA,40,NA,25,1968,NA,1,1,1,NA,NA,2,1,2,2,2,NA,NA,NA,1,2,2,2,0,5,5,2,NA,NA
"9104",12,3123,56000402,1,5,4,2,1964,39,4,2,4,NA,NA,NA,5311,NA,40,763,28,NA,NA,1,1,2,2,2,2,2,2,2,NA,2,NA,NA,1,2,2,2,763,5,5,2,NA,NA
"9105",13,3123,56000402,1,5,4,2,1964,40,2,2,2,NA,NA,NA,5223,NA,35,2500,30,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,3850,3,5,2,NA,NA
"9106",14,3123,56000402,1,5,4,2,1964,41,3,2,5,NA,NA,NA,5223,NA,42,2500,5,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,2500,3,5,2,NA,NA
"9107",15,3123,560000402,1,5,4,2,1964,42,3,3,5,NA,NA,NA,5223,NA,60,3500,3,NA,24,1,1,1,2,NA,2,2,2,2,NA,2,2,2,1,2,2,2,3500,5,5,2,1,2
"9108",16,3123,560000402,1,5,4,2,1964,43,4,3,4,NA,NA,NA,5223,NA,55,5000,6,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,6500,5,5,2,NA,NA
"9109",17,3123,560000402,1,5,4,2,1964,44,3,4,5,NA,NA,NA,5223,NA,55,5500,7,NA,28,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,7000,4,5,2,NA,NA
"9110",18,3123,5220902,1,5,4,2,1964,45,3,3,4,4,5,5,5223,NA,48,4000,19,NA,28,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,4000,4,NA,2,1,2
"9111",19,3123,52020902,1,5,4,2,1964,46,2,2,4,NA,NA,NA,5223,NA,60,11000,20,NA,28,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,11000,5,NA,2,NA,NA
"9112",20,3123,52020902,1,5,4,2,1964,47,3,3,NA,NA,NA,NA,5223,NA,60,6000,17,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,6000,3,NA,2,NA,NA
"9113",21,3123,52020902,1,5,4,2,1964,48,3,3,4,NA,NA,NA,5223,NA,70,5500,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,5500,4,NA,2,NA,NA
"9114",22,3123,52020902,1,5,4,2,1964,49,4,4,5,NA,NA,NA,5223,NA,56,14350,14,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,14350,4,NA,2,NA,NA
"9115",23,3123,52020902,1,5,4,2,1964,50,5,5,5,NA,NA,NA,5223,NA,40,2800,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2800,5,NA,2,NA,NA
"9116",24,3123,52502002,0,5,4,2,1964,51,5,4,5,NA,NA,NA,5223,NA,40,5000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,5000,4,NA,2,NA,NA
"9117",25,3123,52502002,0,NA,4,2,1964,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5,NA,2,NA,NA
"9118",26,3123,52502002,0,NA,4,2,1964,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA
"9119",27,3123,52502002,0,NA,4,2,1964,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,2,NA,NA
"9120",28,3123,52020902,1,NA,4,2,1964,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,2,NA,NA
"9121",5,3125,5600404,1,NA,NA,2,1988,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9122",6,3125,56000404,1,NA,NA,2,1988,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9123",7,3125,56000404,1,NA,NA,2,1988,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9124",8,3125,56000404,1,NA,NA,2,1988,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9125",9,3125,56000404,1,NA,NA,2,1988,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9126",10,3125,56000404,1,NA,NA,2,1988,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9127",11,3125,56000404,1,NA,2,2,1988,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,4,1,1,NA,NA
"9128",12,3125,56000404,1,NA,3,2,1988,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,2,NA,NA
"9129",13,3125,56000404,1,NA,3,2,1988,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,2,NA,NA
"9130",14,3125,56000404,1,NA,4,2,1988,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,2,1,1,NA,NA
"9131",15,3125,560000404,1,NA,4,2,1988,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,3,1,1,1,2
"9132",16,3125,560000404,1,NA,4,2,1988,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3,1,1,NA,NA
"9133",17,3125,560000404,1,NA,5,2,1988,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,4,1,2,NA,NA
"9134",18,3125,5220904,1,3,5,2,1988,21,2,2,4,2,NA,2,3331,NA,35,2100,17,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,2100,4,NA,2,2,3
"9135",19,3125,52020904,1,NA,6,2,1988,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,2,NA,NA
"9136",20,3125,52020904,1,5,6,2,1988,23,5,4,5,NA,NA,NA,5223,NA,36,5000,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,5000,4,NA,2,NA,NA
"9137",21,3125,52020904,1,NA,6,2,1988,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,2,NA,NA
"9138",22,3125,52501204,0,NA,6,2,1988,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,2,NA,NA
"9139",23,3125,52501204,0,NA,6,2,1988,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,4,NA,2,NA,NA
"9140",24,3125,52501204,0,5,6,2,1988,27,2,2,2,NA,NA,NA,5223,NA,48,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,0,3,NA,2,NA,NA
"9141",25,3125,52501204,0,NA,6,2,1988,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,5,NA,2,NA,NA
"9142",26,3125,52501204,0,NA,6,2,1988,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300,4,NA,2,NA,NA
"9143",27,3125,52501204,0,5,6,2,1988,30,3,3,4,NA,NA,NA,5312,NA,40,9300,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,9300,4,NA,2,NA,NA
"9144",28,3125,52501204,0,5,6,2,1988,31,2,2,2,NA,NA,NA,5312,NA,40,12000,40,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,12000,4,NA,2,NA,NA
"9145",5,3131,5600703,1,NA,5,2,1973,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA
"9146",6,3131,56000703,1,NA,5,2,1973,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,NA,7,2,NA,NA
"9147",7,3131,56000703,1,NA,4,2,1973,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,2,NA,NA
"9148",8,3131,56000703,1,NA,5,2,1973,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2,NA,NA
"9149",9,3131,56000703,1,NA,5,2,1973,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,2,NA,NA
"9150",10,3131,56000703,1,5,5,2,1973,28,NA,NA,NA,NA,NA,NA,5223,NA,91,600,10,1996,NA,2,2,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,2,600,4,2,2,NA,NA
"9151",11,3131,56000703,1,5,5,2,1973,29,3,4,5,NA,NA,NA,5223,NA,40,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,4,2,2,NA,NA
"9152",12,3131,56000703,1,5,5,2,1973,30,4,4,4,NA,NA,NA,5223,NA,84,1200,10,NA,NA,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,2,2,1,2,2700,4,2,2,NA,NA
"9153",13,3131,56000703,1,5,5,2,1973,31,4,3,4,NA,NA,NA,5223,NA,40,2000,6,NA,NA,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,3500,4,2,2,NA,NA
"9154",14,3131,56000703,1,5,5,2,1973,32,4,4,5,NA,NA,NA,5223,NA,40,1700,4,NA,NA,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,3000,4,2,2,NA,NA
"9155",15,3131,560000703,1,5,5,2,1973,33,5,5,5,NA,NA,NA,5223,NA,40,2000,4,NA,NA,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,3000,3,2,2,1,1
"9156",16,3131,560000703,1,NA,5,2,1973,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,NA,NA
"9157",17,3131,560000703,1,NA,5,2,1973,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800,4,2,2,NA,NA
"9158",18,3131,5221203,1,NA,6,2,1973,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,4,NA,2,2,1
"9159",19,3131,52021203,1,NA,5,2,1973,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,4,NA,2,NA,NA
"9160",20,3131,52021203,1,2,5,2,1973,38,2,2,2,NA,NA,NA,2631,NA,40,11600,600,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,12500,3,NA,2,NA,NA
"9161",21,3131,52021203,1,2,5,2,1973,39,2,2,2,NA,NA,NA,2631,NA,40,16200,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,16200,2,NA,2,NA,NA
